Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,23.57,66.64,0,2.6,0,0
torch::autograd::AccumulateGrad,"61440,1",,16.48,43.07,0,2.6,0,0
aten::add_,"61440,1;
61440,1;
",,15.88,26.59,0,2.6,0,0
aclnnInplaceAdd,,,10.71,10.71,2.6,2.6,0,0
aten::empty,";
;
;
;
;
",,21.54,21.54,0,0,0,0
aten::to,";
;
;
;
;
",,4.12,113.89,0,0,0,0
aten::_to_copy,";
;
;
;
;
;
",,10.36,109.77,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,18.65,24.58,0,0,0,0
empty_tensor,,,5.93,5.93,0,0,0,0
aten::copy_,";
;
",,74.83,74.83,0,0,0,0
aten::lift_fresh,,,2.58,2.58,0,0,0,0
aten::detach_,,,2.17,6.36,0,0,0,0
detach_,,,4.19,4.19,0,0,0,0
aten::to,";
;
;
;
",,3.25,3.25,0,0,0,0
aten::gt,"61440,1;
",,34.54,69.11,0,13.899999999999999,0,0
empty_tensor,,,14.23,14.23,0,0,0,0
aclnnGtTensor,,,20.34,20.34,13.899999999999999,13.899999999999999,0,0
aten::where,"61440,1;
61440,1;
",,39.19,67.46,0,19.06,0,0
empty_tensor,,,13.97,13.97,0,0,0,0
aclnnSWhere,,,14.3,14.3,19.06,19.06,0,0
aten::view,"2560,3072;
",,15.1,15.1,0,0,0,0
aten::sub,"61440,128;
61440,1;
",,23.14,63.23,0,46.7,0,0
empty_tensor,,,12.15,12.15,0,0,0,0
aclnnSub,,,27.94,27.94,46.7,46.7,0,0
aten::mul,"61440,1;
",,40.43,74.14,0,16.64,0,0
empty_tensor,,,13.26,13.26,0,0,0,0
aten::item,,,3.22,5.48,0,0,0,0
aten::_local_scalar_dense,,,2.26,2.26,0,0,0,0
aclnnMuls,,,14.97,14.97,16.64,16.64,0,0
aten::div,"61440,128;
61440,1",,23.49,45.32,0,48.04,0,0
empty_tensor,,,10.37,10.37,0,0,0,0
aclnnDiv,,,11.46,11.46,48.04,48.04,0,0
aten::sub,"61440,128;
;
",,23.82,54.45,0,16.78,0,0
empty_tensor,,,11.61,11.61,0,0,0,0
aten::item,,,3.59,5.21,0,0,0,0
aten::_local_scalar_dense,,,1.62,1.62,0,0,0,0
aclnnSubs,,,13.81,13.81,16.78,16.78,0,0
aten::relu,"61440,128",,23.12,46.81,0,13.4,0,0
empty_tensor,,,12.31,12.31,0,0,0,0
aclnnRelu,,,11.38,11.38,13.4,13.4,0,0
aten::add,"61440,128;
;
",,23.8,48.7,0,18.08,0,0
empty_tensor,,,9.29,9.29,0,0,0,0
aten::item,,,2.83,4.49,0,0,0,0
aten::_local_scalar_dense,,,1.66,1.66,0,0,0,0
aclnnAdds,,,11.12,11.12,18.08,18.08,0,0
aten::rsub,"61440,128;
;
",,20.3,42.26,0,14.58,0,0
empty_tensor,,,10.46,10.46,0,0,0,0
aclnnRsubs,,,11.5,11.5,14.58,14.58,0,0
aten::relu,"61440,128",,22.23,58.34,0,9.2,0,0
empty_tensor,,,13.01,13.01,0,0,0,0
aclnnRelu,,,23.1,23.1,9.2,9.2,0,0
aten::rsub,"61440,128;
;
",,20.39,41.69,0,12.36,0,0
empty_tensor,,,10.75,10.75,0,0,0,0
aclnnRsubs,,,10.55,10.55,12.36,12.36,0,0
aten::mul,"61440,128;
",,37.0,64.61,0,47.019999999999996,0,0
empty_tensor,,,10.14,10.14,0,0,0,0
aten::item,,,3.18,5.17,0,0,0,0
aten::_local_scalar_dense,,,1.99,1.99,0,0,0,0
aclnnMuls,,,12.3,12.3,47.019999999999996,47.019999999999996,0,0
aten::sub,"61440,128;
;
",,23.27,49.48,0,14.06,0,0
empty_tensor,,,10.34,10.34,0,0,0,0
aten::item,,,2.49,3.9,0,0,0,0
aten::_local_scalar_dense,,,1.41,1.41,0,0,0,0
aclnnSubs,,,11.97,11.97,14.06,14.06,0,0
aten::round,"61440,128",,18.35,38.04,0,14.62,0,0
empty_tensor,,,8.74,8.74,0,0,0,0
aclnnRound,,,10.95,10.95,14.62,14.62,0,0
aten::sub,"61440,128;
61440,128;
",,19.42,41.7,0,20.76,0,0
empty_tensor,,,11.77,11.77,0,0,0,0
aclnnSub,,,10.51,10.51,20.76,20.76,0,0
aten::detach,"61440,128",,2.86,9.07,0,0,0,0
detach,"61440,128",,6.21,6.21,0,0,0,0
aten::add,"61440,128;
61440,128;
",,20.03,42.08,0,20.24,0,0
empty_tensor,,,10.13,10.13,0,0,0,0
aclnnAdd,,,11.92,11.92,20.24,20.24,0,0
aten::add,"61440,128;
;
",,22.89,48.89,0,13.04,0,0
empty_tensor,,,9.52,9.52,0,0,0,0
aten::item,,,2.59,4.37,0,0,0,0
aten::_local_scalar_dense,,,1.78,1.78,0,0,0,0
aclnnAdds,,,12.11,12.11,13.04,13.04,0,0
aten::div,"61440,128;
",,24.69,62.15,0,18.84,0,0
empty_tensor,,,11.59,11.59,0,0,0,0
aten::item,,,2.3,3.72,0,0,0,0
aten::_local_scalar_dense,,,1.42,1.42,0,0,0,0
aclnnDivs,,,22.15,22.15,18.84,18.84,0,0
aten::mul,"61440,128;
61440,1",,23.51,43.24,0,46.14,0,0
empty_tensor,,,9.27,9.27,0,0,0,0
aclnnMul,,,10.46,10.46,46.14,46.14,0,0
aten::add,"61440,128;
61440,1;
",,20.23,40.06,0,45.72,0,0
empty_tensor,,,9.71,9.71,0,0,0,0
aclnnAdd,,,10.12,10.12,45.72,45.72,0,0
aten::view,"61440,128;
",,17.18,17.18,0,0,0,0
autograd::engine::evaluate_function: ViewBackward0,,,17.04,40.14,0,0,0,0
ViewBackward0,"2560,3072",,7.18,23.1,0,0,0,0
aten::reshape,"2560,3072;
",,4.99,15.92,0,0,0,0
aten::view,"2560,3072;
",,10.93,10.93,0,0,0,0
autograd::engine::evaluate_function: AddBackward0,,,13.93,89.84,0,31.5,0,0
AddBackward0,"61440,128",,3.03,3.03,0,0,0,0
aten::sum,"61440,128;
;
;
",,35.8,72.88,0,31.5,0,0
empty_tensor,,,17.69,17.69,0,0,0,0
aclnnReduceSum,,,19.39,19.39,31.5,31.5,0,0
autograd::engine::evaluate_function: MulBackward0,,,31.59,173.5,0,90.14,0,0
MulBackward0,"61440,128",,8.93,94.41,0,72.9,0,0
aten::mul,"61440,128;
61440,128",,26.66,50.78,0,27.04,0,0
empty_tensor,,,12.12,12.12,0,0,0,0
aclnnMul,,,12.0,12.0,27.04,27.04,0,0
aten::mul,"61440,128;
61440,1",,13.66,34.7,0,45.86,0,0
empty_tensor,,,10.34,10.34,0,0,0,0
aclnnMul,,,10.7,10.7,45.86,45.86,0,0
aten::sum,"61440,128;
;
;
",,27.03,47.5,0,17.24,0,0
empty_tensor,,,10.4,10.4,0,0,0,0
aclnnReduceSum,,,10.07,10.07,17.24,17.24,0,0
autograd::engine::evaluate_function: DivBackward0,,,42.5,123.83,0,18.5,0,0
DivBackward0,"61440,128",,5.59,81.33,0,18.5,0,0
aten::div,"61440,128;
",,20.06,75.74,0,18.5,0,0
empty_tensor,,,25.07,25.07,0,0,0,0
aten::item,,,3.5,5.83,0,0,0,0
aten::_local_scalar_dense,,,2.33,2.33,0,0,0,0
aclnnDivs,,,24.78,24.78,18.5,18.5,0,0
autograd::engine::evaluate_function: AddBackward0,,,8.63,20.39,0,0,0,0
AddBackward0,"61440,128",,11.76,11.76,0,0,0,0
autograd::engine::evaluate_function: AddBackward0,,,12.05,14.55,0,0,0,0
AddBackward0,"61440,128",,2.5,2.5,0,0,0,0
autograd::engine::evaluate_function: SubBackward0,,,4.91,6.43,0,0,0,0
SubBackward0,"61440,128",,1.52,1.52,0,0,0,0
autograd::engine::evaluate_function: MulBackward0,,,15.42,97.34,0,50.76,0,0
MulBackward0,"61440,128",,5.49,81.92,0,50.76,0,0
aten::mul,"61440,128;
",,34.68,76.43,0,50.76,0,0
empty_tensor,,,13.4,13.4,0,0,0,0
aten::item,,,2.11,4.01,0,0,0,0
aten::_local_scalar_dense,,,1.9,1.9,0,0,0,0
aclnnMuls,,,24.34,24.34,50.76,50.76,0,0
autograd::engine::evaluate_function: RsubBackward1,,,16.76,76.81,0,14.48,0,0
RsubBackward1,"61440,128",,4.65,60.05,0,14.48,0,0
aten::neg,"61440,128",,30.96,55.4,0,14.48,0,0
empty_tensor,,,11.06,11.06,0,0,0,0
aclnnNeg,,,13.38,13.38,14.48,14.48,0,0
autograd::engine::evaluate_function: ReluBackward0,,,21.36,72.08,0,32.48,0,0
ReluBackward0,"61440,128",,8.86,50.72,0,32.48,0,0
aten::threshold_backward,"61440,128;
61440,128;
",,18.82,41.86,0,32.48,0,0
empty_tensor,,,10.98,10.98,0,0,0,0
aclnnThresholdBackward,,,12.06,12.06,32.48,32.48,0,0
autograd::engine::evaluate_function: RsubBackward1,,,30.94,76.09,0,9.72,0,0
RsubBackward1,"61440,128",,5.27,45.15,0,9.72,0,0
aten::neg,"61440,128",,15.64,39.88,0,9.72,0,0
empty_tensor,,,12.26,12.26,0,0,0,0
aclnnNeg,,,11.98,11.98,9.72,9.72,0,0
autograd::engine::evaluate_function: AddBackward0,,,6.58,8.8,0,0,0,0
AddBackward0,"61440,128",,2.22,2.22,0,0,0,0
autograd::engine::evaluate_function: ReluBackward0,,,24.15,87.42,0,29.38,0,0
ReluBackward0,"61440,128",,7.62,63.27,0,29.38,0,0
aten::threshold_backward,"61440,128;
61440,128;
",,18.23,55.65,0,29.38,0,0
empty_tensor,,,18.99,18.99,0,0,0,0
aclnnThresholdBackward,,,18.43,18.43,29.38,29.38,0,0
autograd::engine::evaluate_function: SubBackward0,,,6.48,8.7,0,0,0,0
SubBackward0,"61440,128",,2.22,2.22,0,0,0,0
autograd::engine::evaluate_function: DivBackward0,,,57.58,387.33,0,190.16,0,0
DivBackward0,"61440,128",,45.5,245.46,0,159.04,0,0
aten::neg,"61440,128",,13.7,37.35,0,9.3,0,0
empty_tensor,,,11.39,11.39,0,0,0,0
aclnnNeg,,,12.26,12.26,9.3,9.3,0,0
aten::div,"61440,128;
61440,1",,17.52,52.43,0,52.72,0,0
empty_tensor,,,10.5,10.5,0,0,0,0
aclnnDiv,,,24.41,24.41,52.72,52.72,0,0
aten::div,"61440,128;
61440,1",,14.21,42.59,0,35.24,0,0
empty_tensor,,,9.91,9.91,0,0,0,0
aclnnDiv,,,18.47,18.47,35.24,35.24,0,0
aten::mul,"61440,128;
61440,128",,14.14,33.56,0,26.9,0,0
empty_tensor,,,9.86,9.86,0,0,0,0
aclnnMul,,,9.56,9.56,26.9,26.9,0,0
aten::div,"61440,128;
61440,1",,15.7,34.03,0,34.88,0,0
empty_tensor,,,8.22,8.22,0,0,0,0
aclnnDiv,,,10.11,10.11,34.88,34.88,0,0
aten::sum,"61440,128;
;
;
",,28.24,58.37,0,23.6,0,0
empty_tensor,,,9.94,9.94,0,0,0,0
aclnnReduceSum,,,20.19,20.19,23.6,23.6,0,0
aten::add_,"61440,1;
61440,1;
",,15.87,25.92,0,7.52,0,0
aclnnInplaceAdd,,,10.05,10.05,7.52,7.52,0,0
autograd::engine::evaluate_function: MulBackward0,,,20.77,116.84,0,20.28,0,0
MulBackward0,"61440,1",,26.87,96.07,0,20.28,0,0
aten::mul,"61440,1;
",,36.64,69.2,0,20.28,0,0
empty_tensor,,,13.35,13.35,0,0,0,0
aten::item,,,3.29,5.4,0,0,0,0
aten::_local_scalar_dense,,,2.11,2.11,0,0,0,0
aclnnMuls,,,13.81,13.81,20.28,20.28,0,0
autograd::engine::evaluate_function: SubBackward0,,,43.38,204.48,0,46.92,0,0
SubBackward0,"61440,128",,4.96,61.11,0,14.14,0,0
aten::neg,"61440,128",,20.29,56.15,0,14.14,0,0
empty_tensor,,,19.3,19.3,0,0,0,0
aclnnNeg,,,16.56,16.56,14.14,14.14,0,0
aten::sum,"61440,128;
;
;
",,35.26,67.38,0,20.56,0,0
empty_tensor,,,12.13,12.13,0,0,0,0
aclnnReduceSum,,,19.99,19.99,20.56,20.56,0,0
aten::add_,"61440,1;
61440,1;
",,23.24,32.61,0,12.22,0,0
aclnnInplaceAdd,,,9.37,9.37,12.22,12.22,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,10.25,73.02,0,2.5,0,0
torch::autograd::AccumulateGrad,"61440,1",,27.35,62.77,0,2.5,0,0
aten::add_,"61440,1;
61440,1;
",,22.52,35.42,0,2.5,0,0
aclnnInplaceAdd,,,12.9,12.9,2.5,2.5,0,0
autograd::engine::evaluate_function: ViewBackward0,,,8.5,40.89,0,0,0,0
ViewBackward0,"61440,128",,7.85,32.39,0,0,0,0
aten::reshape,"61440,128;
",,15.59,24.54,0,0,0,0
aten::view,"61440,128;
",,8.95,8.95,0,0,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,6.77,57.75,0,27.5,0,0
torch::autograd::AccumulateGrad,"2560,3072",,17.58,50.98,0,27.5,0,0
aten::add_,"2560,3072;
2560,3072;
",,19.5,33.4,0,27.5,0,0
aclnnInplaceAdd,,,13.9,13.9,27.5,27.5,0,0
autograd::engine::evaluate_function: WhereBackward0,,,27.28,150.07,0,11.879999999999999,0,0
WhereBackward0,"61440,1",,5.95,122.79,0,11.879999999999999,0,0
aten::where,"61440,1;
61440,1;
",,16.02,116.84,0,11.879999999999999,0,0
aten::scalar_tensor,";
;
;
;
",,10.14,58.77,0,1.02,0,0
aten::empty,";
;
;
;
;
",,4.65,18.11,0,0,0,0
empty_tensor,,,13.46,13.46,0,0,0,0
aten::fill_,";
",,15.94,30.52,0,1.02,0,0
aclnnInplaceFillScalar,,,14.58,14.58,1.02,1.02,0,0
aten::to,"61440,1;
;
;
;
",,3.57,3.57,0,0,0,0
aten::where,"61440,1;
61440,1;
",,16.38,38.48,0,10.86,0,0
empty_tensor,,,11.13,11.13,0,0,0,0
aclnnSWhere,,,10.97,10.97,10.86,10.86,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,6.96,58.02,0,2.62,0,0
torch::autograd::AccumulateGrad,"61440,1",,24.69,51.06,0,2.62,0,0
aten::add_,"61440,1;
61440,1;
",,15.55,26.37,0,2.62,0,0
aclnnInplaceAdd,,,10.82,10.82,2.62,2.62,0,0
aten::empty,";
;
;
;
;
",,12.76,12.76,0,0,0,0
aten::to,";
;
;
;
;
",,8.36,132.05,0,0,0,0
aten::_to_copy,";
;
;
;
;
;
",,10.76,123.69,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,18.29,24.78,0,0,0,0
empty_tensor,,,6.49,6.49,0,0,0,0
aten::copy_,";
;
",,88.15,88.15,0,0,0,0
aten::lift_fresh,,,1.73,1.73,0,0,0,0
aten::detach_,,,3.07,6.11,0,0,0,0
detach_,,,3.04,3.04,0,0,0,0
aten::to,";
;
;
;
",,3.54,3.54,0,0,0,0
aten::gt,"61440,1;
",,34.41,67.04,0,13.719999999999999,0,0
empty_tensor,,,13.92,13.92,0,0,0,0
aclnnGtTensor,,,18.71,18.71,13.719999999999999,13.719999999999999,0,0
aten::where,"61440,1;
61440,1;
",,40.45,76.05,0,19.26,0,0
empty_tensor,,,9.77,9.77,0,0,0,0
aclnnSWhere,,,25.83,25.83,19.26,19.26,0,0
aten::view,"2560,3072;
",,15.19,15.19,0,0,0,0
aten::sub,"61440,128;
61440,1;
",,38.33,62.18,0,51.22,0,0
empty_tensor,,,13.39,13.39,0,0,0,0
aclnnSub,,,10.46,10.46,51.22,51.22,0,0
aten::mul,"61440,1;
",,36.28,64.76,0,16.72,0,0
empty_tensor,,,11.87,11.87,0,0,0,0
aten::item,,,2.97,5.73,0,0,0,0
aten::_local_scalar_dense,,,2.76,2.76,0,0,0,0
aclnnMuls,,,10.88,10.88,16.72,16.72,0,0
aten::div,"61440,128;
61440,1",,23.09,44.96,0,48.26,0,0
empty_tensor,,,10.68,10.68,0,0,0,0
aclnnDiv,,,11.19,11.19,48.26,48.26,0,0
aten::sub,"61440,128;
;
",,25.08,50.92,0,16.62,0,0
empty_tensor,,,11.21,11.21,0,0,0,0
aten::item,,,2.28,3.94,0,0,0,0
aten::_local_scalar_dense,,,1.66,1.66,0,0,0,0
aclnnSubs,,,10.69,10.69,16.62,16.62,0,0
aten::relu,"61440,128",,22.6,45.04,0,13.42,0,0
empty_tensor,,,12.23,12.23,0,0,0,0
aclnnRelu,,,10.21,10.21,13.42,13.42,0,0
aten::add,"61440,128;
;
",,22.93,47.43,0,15.74,0,0
empty_tensor,,,9.52,9.52,0,0,0,0
aten::item,,,2.74,4.25,0,0,0,0
aten::_local_scalar_dense,,,1.51,1.51,0,0,0,0
aclnnAdds,,,10.73,10.73,15.74,15.74,0,0
aten::rsub,"61440,128;
;
",,21.07,51.5,0,14.6,0,0
empty_tensor,,,11.08,11.08,0,0,0,0
aclnnRsubs,,,19.35,19.35,14.6,14.6,0,0
aten::relu,"61440,128",,21.79,45.08,0,8.96,0,0
empty_tensor,,,11.89,11.89,0,0,0,0
aclnnRelu,,,11.4,11.4,8.96,8.96,0,0
aten::rsub,"61440,128;
;
",,22.76,78.93,0,12.4,0,0
empty_tensor,,,39.06,39.06,0,0,0,0
aclnnRsubs,,,17.11,17.11,12.4,12.4,0,0
aten::mul,"61440,128;
",,40.56,72.62,0,47.88,0,0
empty_tensor,,,11.39,11.39,0,0,0,0
aten::item,,,3.54,5.36,0,0,0,0
aten::_local_scalar_dense,,,1.82,1.82,0,0,0,0
aclnnMuls,,,15.31,15.31,47.88,47.88,0,0
aten::sub,"61440,128;
;
",,23.55,50.82,0,14.02,0,0
empty_tensor,,,10.98,10.98,0,0,0,0
aten::item,,,2.42,4.04,0,0,0,0
aten::_local_scalar_dense,,,1.62,1.62,0,0,0,0
aclnnSubs,,,12.25,12.25,14.02,14.02,0,0
aten::round,"61440,128",,18.91,43.64,0,14.48,0,0
empty_tensor,,,10.72,10.72,0,0,0,0
aclnnRound,,,14.01,14.01,14.48,14.48,0,0
aten::sub,"61440,128;
61440,128;
",,19.16,40.4,0,20.26,0,0
empty_tensor,,,10.98,10.98,0,0,0,0
aclnnSub,,,10.26,10.26,20.26,20.26,0,0
aten::detach,"61440,128",,3.91,9.77,0,0,0,0
detach,"61440,128",,5.86,5.86,0,0,0,0
aten::add,"61440,128;
61440,128;
",,20.99,45.49,0,20.34,0,0
empty_tensor,,,10.38,10.38,0,0,0,0
aclnnAdd,,,14.12,14.12,20.34,20.34,0,0
aten::add,"61440,128;
;
",,23.19,65.5,0,12.46,0,0
empty_tensor,,,9.59,9.59,0,0,0,0
aten::item,,,2.72,4.21,0,0,0,0
aten::_local_scalar_dense,,,1.49,1.49,0,0,0,0
aclnnAdds,,,28.51,28.51,12.46,12.46,0,0
aten::div,"61440,128;
",,24.31,50.94,0,18.78,0,0
empty_tensor,,,11.38,11.38,0,0,0,0
aten::item,,,2.25,4.3,0,0,0,0
aten::_local_scalar_dense,,,2.05,2.05,0,0,0,0
aclnnDivs,,,10.95,10.95,18.78,18.78,0,0
aten::mul,"61440,128;
61440,1",,21.66,41.91,0,44.76,0,0
empty_tensor,,,9.56,9.56,0,0,0,0
aclnnMul,,,10.69,10.69,44.76,44.76,0,0
aten::add,"61440,128;
61440,1;
",,20.97,41.97,0,44.98,0,0
empty_tensor,,,10.71,10.71,0,0,0,0
aclnnAdd,,,10.29,10.29,44.98,44.98,0,0
aten::view,"61440,128;
",,14.58,14.58,0,0,0,0
autograd::engine::evaluate_function: ViewBackward0,,,11.29,44.75,0,0,0,0
ViewBackward0,"2560,3072",,17.59,33.46,0,0,0,0
aten::reshape,"2560,3072;
",,5.73,15.87,0,0,0,0
aten::view,"2560,3072;
",,10.14,10.14,0,0,0,0
autograd::engine::evaluate_function: AddBackward0,,,29.97,104.86,0,26.42,0,0
AddBackward0,"61440,128",,3.84,3.84,0,0,0,0
aten::sum,"61440,128;
;
;
",,38.89,71.05,0,26.42,0,0
empty_tensor,,,17.67,17.67,0,0,0,0
aclnnReduceSum,,,14.49,14.49,26.42,26.42,0,0
autograd::engine::evaluate_function: MulBackward0,,,32.43,193.77,0,92.3,0,0
MulBackward0,"61440,128",,21.13,99.73,0,75.0,0,0
aten::mul,"61440,128;
61440,128",,19.08,49.94,0,27.2,0,0
empty_tensor,,,12.8,12.8,0,0,0,0
aclnnMul,,,18.06,18.06,27.2,27.2,0,0
aten::mul,"61440,128;
61440,1",,15.47,28.66,0,47.8,0,0
empty_tensor,,,10.97,10.97,0,0,0,0
aclnnMul,,,2.22,2.22,47.8,47.8,0,0
aten::sum,"61440,128;
;
;
",,30.63,61.61,0,17.3,0,0
empty_tensor,,,10.08,10.08,0,0,0,0
aclnnReduceSum,,,20.9,20.9,17.3,17.3,0,0
autograd::engine::evaluate_function: DivBackward0,,,20.97,78.34,0,18.5,0,0
DivBackward0,"61440,128",,7.15,57.37,0,18.5,0,0
aten::div,"61440,128;
",,18.87,50.22,0,18.5,0,0
empty_tensor,,,10.66,10.66,0,0,0,0
aten::item,,,2.68,5.19,0,0,0,0
aten::_local_scalar_dense,,,2.51,2.51,0,0,0,0
aclnnDivs,,,15.5,15.5,18.5,18.5,0,0
autograd::engine::evaluate_function: AddBackward0,,,6.89,8.96,0,0,0,0
AddBackward0,"61440,128",,2.07,2.07,0,0,0,0
autograd::engine::evaluate_function: AddBackward0,,,5.45,7.55,0,0,0,0
AddBackward0,"61440,128",,2.1,2.1,0,0,0,0
autograd::engine::evaluate_function: SubBackward0,,,5.45,6.89,0,0,0,0
SubBackward0,"61440,128",,1.44,1.44,0,0,0,0
autograd::engine::evaluate_function: MulBackward0,,,15.64,80.85,0,49.739999999999995,0,0
MulBackward0,"61440,128",,5.01,65.21,0,49.739999999999995,0,0
aten::mul,"61440,128;
",,30.75,60.2,0,49.739999999999995,0,0
empty_tensor,,,10.92,10.92,0,0,0,0
aten::item,,,2.41,3.97,0,0,0,0
aten::_local_scalar_dense,,,1.56,1.56,0,0,0,0
aclnnMuls,,,14.56,14.56,49.739999999999995,49.739999999999995,0,0
autograd::engine::evaluate_function: RsubBackward1,,,14.29,56.68,0,14.64,0,0
RsubBackward1,"61440,128",,4.98,42.39,0,14.64,0,0
aten::neg,"61440,128",,15.26,37.41,0,14.64,0,0
empty_tensor,,,10.36,10.36,0,0,0,0
aclnnNeg,,,11.79,11.79,14.64,14.64,0,0
autograd::engine::evaluate_function: ReluBackward0,,,20.34,69.49,0,32.84,0,0
ReluBackward0,"61440,128",,8.38,49.15,0,32.84,0,0
aten::threshold_backward,"61440,128;
61440,128;
",,19.33,40.77,0,32.84,0,0
empty_tensor,,,9.44,9.44,0,0,0,0
aclnnThresholdBackward,,,12.0,12.0,32.84,32.84,0,0
autograd::engine::evaluate_function: RsubBackward1,,,15.18,54.97,0,9.8,0,0
RsubBackward1,"61440,128",,4.14,39.79,0,9.8,0,0
aten::neg,"61440,128",,13.22,35.65,0,9.8,0,0
empty_tensor,,,10.21,10.21,0,0,0,0
aclnnNeg,,,12.22,12.22,9.8,9.8,0,0
autograd::engine::evaluate_function: AddBackward0,,,6.37,8.74,0,0,0,0
AddBackward0,"61440,128",,2.37,2.37,0,0,0,0
autograd::engine::evaluate_function: ReluBackward0,,,20.07,66.63,0,29.96,0,0
ReluBackward0,"61440,128",,7.13,46.56,0,29.96,0,0
aten::threshold_backward,"61440,128;
61440,128;
",,17.53,39.43,0,29.96,0,0
empty_tensor,,,10.24,10.24,0,0,0,0
aclnnThresholdBackward,,,11.66,11.66,29.96,29.96,0,0
autograd::engine::evaluate_function: SubBackward0,,,6.75,9.01,0,0,0,0
SubBackward0,"61440,128",,2.26,2.26,0,0,0,0
autograd::engine::evaluate_function: DivBackward0,,,55.5,345.15,0,192.74,0,0
DivBackward0,"61440,128",,31.91,213.9,0,161.12,0,0
aten::neg,"61440,128",,13.27,35.61,0,9.66,0,0
empty_tensor,,,10.43,10.43,0,0,0,0
aclnnNeg,,,11.91,11.91,9.66,9.66,0,0
aten::div,"61440,128;
61440,1",,16.48,50.02,0,53.6,0,0
empty_tensor,,,9.81,9.81,0,0,0,0
aclnnDiv,,,23.73,23.73,53.6,53.6,0,0
aten::div,"61440,128;
61440,1",,13.8,34.48,0,35.7,0,0
empty_tensor,,,9.54,9.54,0,0,0,0
aclnnDiv,,,11.14,11.14,35.7,35.7,0,0
aten::mul,"61440,128;
61440,128",,13.54,31.55,0,26.88,0,0
empty_tensor,,,8.48,8.48,0,0,0,0
aclnnMul,,,9.53,9.53,26.88,26.88,0,0
aten::div,"61440,128;
61440,1",,13.54,30.33,0,35.28,0,0
empty_tensor,,,7.36,7.36,0,0,0,0
aclnnDiv,,,9.43,9.43,35.28,35.28,0,0
aten::sum,"61440,128;
;
;
",,28.34,48.46,0,24.04,0,0
empty_tensor,,,9.45,9.45,0,0,0,0
aclnnReduceSum,,,10.67,10.67,24.04,24.04,0,0
aten::add_,"61440,1;
61440,1;
",,16.67,27.29,0,7.58,0,0
aclnnInplaceAdd,,,10.62,10.62,7.58,7.58,0,0
autograd::engine::evaluate_function: MulBackward0,,,18.24,80.47,0,20.28,0,0
MulBackward0,"61440,1",,5.71,62.23,0,20.28,0,0
aten::mul,"61440,1;
",,29.2,56.52,0,20.28,0,0
empty_tensor,,,11.1,11.1,0,0,0,0
aten::item,,,2.85,4.66,0,0,0,0
aten::_local_scalar_dense,,,1.81,1.81,0,0,0,0
aclnnMuls,,,11.56,11.56,20.28,20.28,0,0
autograd::engine::evaluate_function: SubBackward0,,,32.08,153.9,0,41.7,0,0
SubBackward0,"61440,128",,5.17,48.67,0,14.06,0,0
aten::neg,"61440,128",,14.05,43.5,0,14.06,0,0
empty_tensor,,,10.11,10.11,0,0,0,0
aclnnNeg,,,19.34,19.34,14.06,14.06,0,0
aten::sum,"61440,128;
;
;
",,28.34,49.15,0,20.58,0,0
empty_tensor,,,10.31,10.31,0,0,0,0
aclnnReduceSum,,,10.5,10.5,20.58,20.58,0,0
aten::add_,"61440,1;
61440,1;
",,14.47,24.0,0,7.06,0,0
aclnnInplaceAdd,,,9.53,9.53,7.06,7.06,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,9.92,49.88,0,2.94,0,0
torch::autograd::AccumulateGrad,"61440,1",,15.89,39.96,0,2.94,0,0
aten::add_,"61440,1;
61440,1;
",,13.17,24.07,0,2.94,0,0
aclnnInplaceAdd,,,10.9,10.9,2.94,2.94,0,0
autograd::engine::evaluate_function: ViewBackward0,,,7.82,26.24,0,0,0,0
ViewBackward0,"61440,128",,4.87,18.42,0,0,0,0
aten::reshape,"61440,128;
",,4.62,13.55,0,0,0,0
aten::view,"61440,128;
",,8.93,8.93,0,0,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,5.82,46.49,0,30.9,0,0
torch::autograd::AccumulateGrad,"2560,3072",,15.59,40.67,0,30.9,0,0
aten::add_,"2560,3072;
2560,3072;
",,14.13,25.08,0,30.9,0,0
aclnnInplaceAdd,,,10.95,10.95,30.9,30.9,0,0
autograd::engine::evaluate_function: WhereBackward0,,,48.3,164.53,0,11.6,0,0
WhereBackward0,"61440,1",,5.69,116.23,0,11.6,0,0
aten::where,"61440,1;
61440,1;
",,15.23,110.54,0,11.6,0,0
aten::scalar_tensor,";
;
;
;
",,7.41,60.89,0,0.98,0,0
aten::empty,";
;
;
;
;
",,4.13,16.72,0,0,0,0
empty_tensor,,,12.59,12.59,0,0,0,0
aten::fill_,";
",,18.12,36.76,0,0.98,0,0
aclnnInplaceFillScalar,,,18.64,18.64,0.98,0.98,0,0
aten::to,"61440,1;
;
;
;
",,4.87,4.87,0,0,0,0
